dataset,subset_path,subset_name,n_samples,n_features,balanced_acc,f1,roc_auc,inference_time_sec,status
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std35_500_samples_subset.csv,Australian_Outlier_std35_500_samples_subset,500,14,0.8421474358974359,0.8431372549019608,0.8421474358974359,11.387588739395142,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std25_500_samples_subset.csv,Australian_GaussianFeatureNoise_std25_500_samples_subset,500,14,0.9058441558441559,0.8936170212765957,0.9058441558441559,4.685942888259888,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std10_500_samples_subset.csv,Australian_MissingCompletely_std10_500_samples_subset,500,14,0.8936688311688312,0.8809523809523809,0.8936688311688311,4.487320423126221,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std20_500_samples_subset.csv,Australian_GaussianFeatureNoise_std20_500_samples_subset,500,14,0.864448051948052,0.8470588235294118,0.864448051948052,4.713956117630005,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std45_500_samples_subset.csv,Australian_MissingCompletely_std45_500_samples_subset,500,14,0.8474747474747475,0.8314606741573034,0.8474747474747475,4.576210260391235,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std80_500_samples_subset.csv,Australian_GaussianFeatureNoise_std80_500_samples_subset,500,14,0.8760064412238325,0.8636363636363636,0.8760064412238326,4.703500270843506,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std35_500_samples_subset.csv,Australian_GaussianFeatureNoise_std35_500_samples_subset,500,14,0.8747987117552335,0.8686868686868687,0.8747987117552336,4.751916885375977,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std60_500_samples_subset.csv,Australian_GaussianFeatureNoise_std60_500_samples_subset,500,14,0.8900966183574879,0.8817204301075269,0.8900966183574879,4.752256870269775,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std55_500_samples_subset.csv,Australian_MissingCompletely_std55_500_samples_subset,500,14,0.7677133655394525,0.7472527472527473,0.7677133655394525,4.472203493118286,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_MissingCompletely_std20_500_samples_subset.csv,Australian_MissingCompletely_std20_500_samples_subset,500,14,0.894927536231884,0.8888888888888888,0.8949275362318841,4.51400899887085,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_ClassImbalancedness_ratio11_382_samples_subset.csv,Australian_ClassImbalancedness_ratio11_382_samples_subset,382,14,1.0,0.0,nan,3.3499345779418945,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std65_500_samples_subset.csv,Australian_Outlier_std65_500_samples_subset,500,14,0.7817217462260302,0.7368421052631579,0.7817217462260302,4.753602981567383,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std25_500_samples_subset.csv,Australian_Outlier_std25_500_samples_subset,500,14,0.8421900161030595,0.8333333333333334,0.8421900161030597,4.745388031005859,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_Outlier_std60_500_samples_subset.csv,Australian_Outlier_std60_500_samples_subset,500,14,0.784577723378213,0.7435897435897436,0.7845777233782129,4.745611906051636,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_ClassImbalancedness_ratio49_500_samples_subset.csv,Australian_ClassImbalancedness_ratio49_500_samples_subset,500,14,0.8066666666666666,0.7441860465116279,0.8066666666666668,4.233875036239624,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std30_500_samples_subset.csv,Australian_GaussianFeatureNoise_std30_500_samples_subset,500,14,0.8161616161616161,0.7954545454545454,0.8161616161616161,4.7811949253082275,ok
Australian_full,ImlData_ShapleySubsets/Australian_full/Australian_GaussianFeatureNoise_std90_500_samples_subset.csv,Australian_GaussianFeatureNoise_std90_500_samples_subset,500,14,0.814141414141414,0.7906976744186046,0.8141414141414142,4.783292293548584,ok
